Property,Date,Unit,Price,Listing status,Beds,Baths,ft�
20 Pine Street,08/20/2008,#808,"$1,252,447",Recorded Closing,1 bed,1.5 baths,1208
20 Pine Street,08/20/2008,#814,"$1,232,082","Sold (asking: $1,295,000.00 -4.86%)",2 beds,2 baths,1204
20 Pine Street,08/18/2008,#602,"$256,314",Recorded Closing,2 beds,2 baths,1200
20 Pine Street,08/18/2008,#806,"$855,330",Recorded Closing,1 bed,1 bath,1070
20 Pine Street,08/18/2008,#804,"$1,196,443",Recorded Closing,2 beds,2 baths,1277
20 Pine Street,08/14/2008,#PH31,"$2,950,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,3 beds,1 bath,1871
20 Pine Street,08/13/2008,#908,"$1,074,253",Recorded Closing,1 bed,1.5 baths,1208
20 Pine Street,08/13/2008,#902,"$1,201,535",Recorded Closing,2 beds,2 baths,1277
20 Pine Street,08/08/2008,#1806,"$1,043,706",Recorded Closing,,1 bath,1070
20 Pine Street,08/08/2008,#1905,"$931,698",Recorded Closing,,1 bath,644
20 Pine Street,08/07/2008,#1904,"$916,425","Sold (asking: $799,000.00 14.7%)",studio,1 bath,700
20 Pine Street,08/06/2008,#1410,"$875,695",Recorded Closing,1 bed,1 bath,1101
20 Pine Street,08/06/2008,#1601,"$1,069,162",Recorded Closing,,1 bath,1005
20 Pine Street,08/05/2008,#1501,"$1,084,436",Recorded Closing,,1 bath,1005
20 Pine Street,08/04/2008,#1408,"$1,328,816",Recorded Closing,1 bed,1.5 baths,1200
20 Pine Street,08/01/2008,#1002,"$1,476,462",Recorded Closing,2 beds,2 baths,1277
20 Pine Street,07/31/2008,#1716,"$855,330",Recorded Closing,,1 bath,1005
20 Pine Street,07/31/2008,#1707,"$799,326",Recorded Closing,,1 bath,675
20 Pine Street,07/31/2008,#1506,"$1,033,523",Recorded Closing,,,
20 Pine Street,07/31/2008,#1611,"$1,114,983",Recorded Closing,1 bed,1 bath,1223
20 Pine Street,07/31/2008,#1415,"$789,143",Recorded Closing,,1 bath,820
20 Pine Street,07/31/2008,#1412,"$672,045",Recorded Closing,1 bed,1 bath,800
20 Pine Street,07/31/2008,#1508,"$1,293,177",Recorded Closing,1 bed,1 bath,926
20 Pine Street,07/30/2008,#PH31,"$2,749,275",Recorded Closing,3 beds,2 baths,1871
20 Pine Street,07/30/2008,#2402,"$1,995,770",Recorded Closing,,,
20 Pine Street,07/29/2008,#1013,"$1,690,295",Recorded Closing,2 beds,2 baths,1585
20 Pine Street,07/28/2008,#1515,"$733,140",Recorded Closing,1 bed,1 bath,822
20 Pine Street,07/28/2008,#1605,"$1,033,523",Recorded Closing,1 bed,1 bath,1100
20 Pine Street,07/25/2008,#907,"$651,680",Recorded Closing,,1 bath,675
20 Pine Street,07/24/2008,#1617,"$829,873",Recorded Closing,,1 bath,888
20 Pine Street,07/24/2008,#2210,"$656,437",Recorded Closing,,1 bath,660
20 Pine Street,07/23/2008,#1517,"$840,056",Recorded Closing,,1 bath,888
20 Pine Street,07/23/2008,#1507,"$763,687",Recorded Closing,,1 bath,675
20 Pine Street,07/23/2008,#1607,"$773,870",Recorded Closing,,1 bath,675
20 Pine Street,07/22/2008,#1512,"$682,227",Recorded Closing,1 bed,1 bath,800
20 Pine Street,07/21/2008,#917,"$768,778",Recorded Closing,1 bed,1 bath,888
20 Pine Street,07/18/2008,#1405,"$1,013,158",Recorded Closing,,,
20 Pine Street,07/18/2008,#1404,"$1,272,812",Recorded Closing,1 bed,2 baths,1277
20 Pine Street,07/17/2008,#1202,"$1,517,192",Recorded Closing,2 beds,2 baths,1277
20 Pine Street,07/16/2008,#1710,"$967,337",Recorded Closing,1 bed,1 bath,1100
20 Pine Street,07/16/2008,#1719,"$906,242",Recorded Closing,1 bed,1 bath,830
20 Pine Street,07/15/2008,#1602,"$1,578,287",Recorded Closing,2 beds,2 baths,1277
20 Pine Street,07/15/2008,#1817,"$870,603",Recorded Closing,1 bed,1 bath,888
20 Pine Street,07/15/2008,#1901,"$936,790",Recorded Closing,,1 bath,827
20 Pine Street,07/15/2008,#1704,"$1,318,633",Recorded Closing,2 beds,2 baths,1277
20 Pine Street,07/15/2008,#1819,"$1,028,432",Recorded Closing,1 bed,1 bath,826
20 Pine Street,07/15/2008,#1609,"$702,592",Recorded Closing,,1 bath,662
20 Pine Street,07/15/2008,#2411,"$682,227",Recorded Closing,,1 bath,600
20 Pine Street,07/15/2008,#914,"$997,885",Recorded Closing,1 bed,2 baths,1204
20 Pine Street,07/14/2008,#1815,"$829,873",Recorded Closing,,1 bath,822
20 Pine Street,07/14/2008,#1413,"$1,588,470",Recorded Closing,2 beds,2 baths,1585
20 Pine Street,07/14/2008,#1618,"$1,659,747",Recorded Closing,2 beds,2 baths,1387
20 Pine Street,07/14/2008,#1703,"$717,866",Recorded Closing,,1 bath,656
20 Pine Street,07/11/2008,#2203,"$865,410",Recorded Closing,,1 bath,820
20 Pine Street,07/11/2008,#2401,"$947,830",Recorded Closing,,1 bath,827
20 Pine Street,07/11/2008,#1914,"$1,442,350",Recorded Closing,1 bed,1 bath,988
20 Pine Street,07/11/2008,#2315,"$829,351",Recorded Closing,,1 bath,703
20 Pine Street,07/11/2008,#1409,"$682,227",Recorded Closing,,,
20 Pine Street,07/11/2008,#1112,"$728,048",Recorded Closing,,1 bath,784
20 Pine Street,07/11/2008,#1814,"$1,308,451",Recorded Closing,1 bed,2 baths,1204
20 Pine Street,07/11/2008,#1215,"$753,505",Recorded Closing,,1 bath,822
20 Pine Street,07/11/2008,#1715,"$794,235",Recorded Closing,1 bed,1 bath,825
20 Pine Street,07/11/2008,#1809,"$690,267",Recorded Closing,,1 bath,662
20 Pine Street,07/11/2008,#1518,"$1,405,185",Recorded Closing,2 beds,2 baths,1387
20 Pine Street,07/11/2008,#1804,"$1,292,963",Recorded Closing,2 beds,2 baths,1277
20 Pine Street,07/10/2008,#1109,"$661,862",Recorded Closing,,1 bath,662
20 Pine Street,07/10/2008,#2412,"$768,788",Recorded Closing,,,
20 Pine Street,07/10/2008,#1706,"$1,064,071","Sold (asking: $1,045,000.00 1.82%)",,1 bath,1070
20 Pine Street,07/10/2008,#1714,"$1,354,272",Recorded Closing,2 beds,2+ baths,1204
20 Pine Street,07/09/2008,#1214,"$1,048,797",Recorded Closing,2 beds,2 baths,1204
20 Pine Street,07/08/2008,#1818,"$1,466,280",Recorded Closing,,,
20 Pine Street,07/08/2008,#2303,"$931,698",Recorded Closing,,1 bath,820
20 Pine Street,07/08/2008,#1712,"$778,961",Recorded Closing,,1 bath,800
20 Pine Street,07/08/2008,#1717,"$860,421",Recorded Closing,1 bed,1 bath,900
20 Pine Street,07/07/2008,#1705,"$1,043,706",Recorded Closing,,1 bath,1100
20 Pine Street,07/07/2008,#1903,"$1,140,440",Recorded Closing,,1 bath,820
20 Pine Street,07/07/2008,#1803,"$728,048",Recorded Closing,,1 bath,656
20 Pine Street,07/03/2008,#1504,"$1,293,177",Recorded Closing,2 beds,2 baths,1277
20 Pine Street,07/03/2008,#919,"$799,326",Recorded Closing,1 bed,1 bath,900
20 Pine Street,07/02/2008,#1407,"$768,778",Recorded Closing,,1 bath,675
20 Pine Street,07/02/2008,#1201,"$1,074,253",Recorded Closing,2 beds,1 bath,1005
20 Pine Street,07/02/2008,#1807,"$809,508",Recorded Closing,,1 bath,675
20 Pine Street,07/02/2008,#906,"$975,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,,1 bath,1070
20 Pine Street,07/02/2008,#2109,"$1,785,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,2 beds,2 baths,1444
20 Pine Street,07/02/2008,#2207,"$1,005,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,,1 bath,926
20 Pine Street,07/02/2008,#2306,"$2,445,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,3 beds,2 baths,1807
20 Pine Street,07/02/2008,#3303,"$1,900,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,2 beds,2 baths,1197
20 Pine Street,07/01/2008,#1203,"$677,136",Recorded Closing,,1 bath,656
20 Pine Street,07/01/2008,#1702,"$1,598,652",Recorded Closing,,,
20 Pine Street,07/01/2008,#1104,"$1,247,356",Recorded Closing,2 beds,2 baths,1280
20 Pine Street,06/30/2008,#2212,"$738,231",Recorded Closing,,1 bath,667
20 Pine Street,06/30/2008,#2211,"$692,410",Recorded Closing,,1 bath,595
20 Pine Street,06/30/2008,#1107,"$748,413",Recorded Closing,,1 bath,675
20 Pine Street,06/30/2008,#1005,"$896,060",Recorded Closing,,1 bath,1100
20 Pine Street,06/30/2008,#1419,"$1,028,432","Sold (asking: $1,010,000.00 1.82%)",1 bed,1 bath,826
20 Pine Street,06/30/2008,#2302,"$1,985,587",Recorded Closing,2 beds,2 baths,1546
20 Pine Street,06/30/2008,#2115,"$896,060",Recorded Closing,,1 bath,703
20 Pine Street,06/30/2008,#3303,"$1,883,762",Recorded Closing,2 beds,2 baths,1197
20 Pine Street,06/27/2008,#2209,"$1,680,112",Recorded Closing,2 beds,2 baths,1444
20 Pine Street,06/27/2008,#904,"$1,216,808",Recorded Closing,1 bed,1 bath,1277
20 Pine Street,06/27/2008,#1217,"$819,691",Recorded Closing,,1 bath,888
20 Pine Street,06/26/2008,#903,"$646,588",Recorded Closing,,1 bath,656
20 Pine Street,06/26/2008,#1205,"$916,425",Recorded Closing,1 bed,1 bath,1100
20 Pine Street,06/26/2008,#3003,"$2,138,325",Recorded Closing,2 beds,2 baths,1200
20 Pine Street,06/26/2008,#1017,"$778,961",Recorded Closing,1 bed,1 bath,918
20 Pine Street,06/26/2008,#906,"$992,793",Recorded Closing,1 bed,1 bath,1100
20 Pine Street,06/26/2008,#2312,"$753,505",Recorded Closing,,1 bath,675
20 Pine Street,06/25/2008,#1105,"$992,793",Recorded Closing,1 bed,1 bath,1100
20 Pine Street,06/25/2008,#2013,"$829,873",Recorded Closing,,1 bath,815
20 Pine Street,06/24/2008,#2003,"$870,603",Recorded Closing,,1 bath,820
20 Pine Street,06/24/2008,#1212,"$738,231",Recorded Closing,,1 bath,785
20 Pine Street,06/23/2008,#2404,"$814,600",Recorded Closing,,1 bath,694
20 Pine Street,06/23/2008,#1117,"$789,143",Recorded Closing,1 bed,1 bath,888
20 Pine Street,06/23/2008,#2706,"$1,500,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,1 bed,2 baths,956
20 Pine Street,06/20/2008,#2304,"$794,235",Recorded Closing,,,700
20 Pine Street,06/20/2008,#1915,"$819,691",Recorded Closing,,1 bath,703
20 Pine Street,06/20/2008,#1007,"$661,862",Recorded Closing,,1 bath,675
20 Pine Street,06/19/2008,#913,"$1,710,660",Recorded Closing,2 beds,2 baths,1585
20 Pine Street,06/19/2008,#2310,"$707,683",Recorded Closing,,1 bath,607
20 Pine Street,06/19/2008,#1012,"$717,866",Recorded Closing,1 bed,1 bath,785
20 Pine Street,06/19/2008,#2011,"$661,862",Recorded Closing,,1 bath,595
20 Pine Street,06/19/2008,#1006,"$998,903","Sold (asking: $985,000.00 1.41%)",,1 bath,1070
20 Pine Street,06/18/2008,#1208,"$1,120,075",Recorded Closing,1 bed,1.5 baths,1208
20 Pine Street,06/18/2008,#2501,"$2,112,868",Recorded Closing,2 beds,2 baths,1295
20 Pine Street,06/18/2008,#2215,"$865,512",Recorded Closing,,1 bath,705
20 Pine Street,06/18/2008,#905,"$972,428",Recorded Closing,2 beds,1 bath,1100
20 Pine Street,06/18/2008,#2311,"$707,683",Recorded Closing,,1 bath,600
20 Pine Street,06/16/2008,#916,"$880,786",Recorded Closing,1 bed,1 bath,1150
20 Pine Street,06/16/2008,#1014,"$1,262,630",Recorded Closing,2 beds,2 baths,1204
20 Pine Street,06/16/2008,#909,"$641,497",Recorded Closing,,1 bath,662
20 Pine Street,06/16/2008,#1115,"$768,778",Recorded Closing,,1 bath,822
20 Pine Street,06/13/2008,#2201,"$982,611",Recorded Closing,1 bed,1 bath,827
20 Pine Street,06/13/2008,#1207,"$743,322",Recorded Closing,1 bed,1 bath,675
20 Pine Street,06/13/2008,#2205,"$743,322",Recorded Closing,1 bed,1 bath,600
20 Pine Street,06/13/2008,#2004,"$753,505",Recorded Closing,,1 bath,697
20 Pine Street,06/12/2008,#1016,"$906,242","Sold (asking: $890,000.00 1.82%)",,1 bath,1005
20 Pine Street,06/12/2008,#2010,"$697,501",Recorded Closing,,1 bath,607
20 Pine Street,06/12/2008,#1209,"$672,045",Recorded Closing,,,
20 Pine Street,06/11/2008,#2214,"$1,196,443",Recorded Closing,,,
20 Pine Street,06/11/2008,#1204,"$1,262,630",Recorded Closing,1 bed,2 baths,1277
20 Pine Street,06/11/2008,#2015,"$834,965",Recorded Closing,,1 bath,703
20 Pine Street,06/10/2008,#1119,"$1,008,067",Recorded Closing,1 bed,1 bath,826
20 Pine Street,06/10/2008,#1216,"$926,607",Recorded Closing,1 bed,1 bath,1005
20 Pine Street,06/10/2008,#1101,"$1,044,652",Recorded Closing,1 bed,1 bath,1050
20 Pine Street,06/09/2008,#2314,"$1,211,717",Recorded Closing,1 bed,1 bath,991
20 Pine Street,06/09/2008,#608,"$1,237,173","Sold (asking: $1,200,000.00 3.1%)",1 bed,1.5 baths,1208
20 Pine Street,06/06/2008,#1218,"$1,598,652",Recorded Closing,2 beds,2 baths,1387
20 Pine Street,06/06/2008,#2103,"$885,877",Recorded Closing,,1 bath,820
20 Pine Street,06/06/2008,#2101,"$2,937,651",Recorded Closing,3 beds,3 baths,2373
20 Pine Street,06/05/2008,#2014,"$1,165,896",Recorded Closing,1 bed,1 bath,991
20 Pine Street,06/05/2008,#1003,"$656,771",Recorded Closing,,1 bath,656
20 Pine Street,06/04/2008,#3203,"$1,705,568",Recorded Closing,2 beds,2 baths,1200
20 Pine Street,06/04/2008,#1004,"$1,232,082",Recorded Closing,,,
20 Pine Street,06/02/2008,#1015,"$692,410",Recorded Closing,,1 bath,822
20 Pine Street,05/30/2008,#1102,"$1,242,265",Recorded Closing,2 beds,2 baths,1277
20 Pine Street,05/30/2008,#2105,"$728,048","Sold (asking: $715,000.00 1.82%)",studio,1 bath,644
20 Pine Street,05/30/2008,#2005,"$692,410",Recorded Closing,,,
20 Pine Street,05/29/2008,#1103,"$666,953",Recorded Closing,,1 bath,660
20 Pine Street,05/23/2008,#2002,"$1,934,675",Recorded Closing,2 beds,2 baths,1546
20 Pine Street,05/23/2008,#2112,"$722,957","Sold (asking: $710,000.00 1.82%)",studio,1 bath,667
20 Pine Street,05/19/2008,#2012,"$707,683",Recorded Closing,1 bed,1 bath,667
20 Pine Street,05/14/2008,#1008,"$1,282,995","Sold (asking: $1,260,000.00 1.82%)",1 bed,1 bath,1208
20 Pine Street,05/14/2008,#2114,"$1,181,170",Recorded Closing,1 bed,1 bath,991
20 Pine Street,05/12/2008,#1019,"$997,885",Recorded Closing,1 bed,1 bath,826
20 Pine Street,05/09/2008,#2104,"$768,778",Recorded Closing,,1 bath,701
20 Pine Street,05/06/2008,#2907,"$1,909,218","Sold (asking: $1,910,000.00 -0.04%)",2 beds,2 baths,1329
20 Pine Street,04/24/2008,#2904,"$2,117,960",Recorded Closing,2 beds,2 baths,1450
20 Pine Street,04/18/2008,#2607,"$1,766,663",Recorded Closing,2 beds,2 baths,1275
20 Pine Street,04/17/2008,#2605,"$941,881",Recorded Closing,1 bed,1 bath,722
20 Pine Street,04/15/2008,#2606,"$1,221,900",Recorded Closing,1 bed,2 baths,956
20 Pine Street,04/15/2008,#2807,"$1,568,105",Recorded Closing,2 beds,1 bath,1183
20 Pine Street,04/15/2008,#2504,"$1,695,386",Recorded Closing,,,
20 Pine Street,04/15/2008,#2704,"$1,303,360",Recorded Closing,2 beds,2.5 baths,1045
20 Pine Street,04/15/2008,#3103,"$1,578,287",Recorded Closing,2 beds,2 baths,1197
20 Pine Street,04/14/2008,#3001,"$2,647,450",Recorded Closing,3 beds,2 baths,1579
20 Pine Street,04/14/2008,#3301,"$2,240,150",Recorded Closing,3 beds,2 baths,1579
20 Pine Street,04/11/2008,#2707,"$1,736,116",Recorded Closing,2 beds,2 baths,1275
20 Pine Street,04/10/2008,#2906,"$809,508",Recorded Closing,,1 bath,610
20 Pine Street,04/10/2008,#2806,"$794,235",Recorded Closing,,1 bath,610
20 Pine Street,04/10/2008,#2701,"$2,525,260",Recorded Closing,3 beds,3 baths,1808
20 Pine Street,03/27/2008,#2901,"$2,698,362",Recorded Closing,3 beds,3 baths,1891
20 Pine Street,03/27/2008,#3101,"$2,367,431",Recorded Closing,3 beds,2 baths,1579
20 Pine Street,03/26/2008,#2706,"$1,318,633",Recorded Closing,1 bed,2 baths,956
20 Pine Street,03/24/2008,#2604,"$1,349,181",Recorded Closing,1 bed,1.5 baths,1045
20 Pine Street,03/21/2008,#2705,"$1,013,158",Recorded Closing,1 bed,1 bath,723
20 Pine Street,03/14/2008,#3304,"$2,464,165",Recorded Closing,2 beds,2 baths,1575
20 Pine Street,03/13/2008,#2905,"$809,508",Recorded Closing,,,
20 Pine Street,03/10/2008,#2505,"$1,257,538",Recorded Closing,1 bed,1 bath,
20 Pine Street,12/18/2007,#2907,"$2,200,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,2 beds,2 baths,1329
20 Pine Street,11/26/2007,Unknown,"$1,435,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,2 beds,2 baths,1387
20 Pine Street,04/20/2007,Unknown,"$1,530,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,2 beds,2 baths,1277
20 Pine Street,04/20/2007,Unknown,"$1,470,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,2 beds,2 baths,1387
20 Pine Street,04/20/2007,Unknown,"$1,450,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,2 beds,2 baths,1277
20 Pine Street,04/20/2007,Unknown,"$1,430,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,2 beds,2 baths,1277
20 Pine Street,04/20/2007,Unknown,"$1,390,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,2 beds,2 baths,1277
20 Pine Street,04/20/2007,Unknown,"$1,000,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,studio,1 bath,1223
20 Pine Street,04/20/2007,Unknown,"$995,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,studio,1 bath,1005
20 Pine Street,04/20/2007,Unknown,"$760,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,studio,1 bath,675
20 Pine Street,12/14/2004,(Commercial Unit),"$142,000,000",Recorded Closing,2 beds,2 baths,1200
20 Pine Street,,#618,"$1,798,000",<div class='listing-removed'>No Longer Available on StreetEasy</div>,2 beds,2 baths,1387
